Grass,Grass,Grass,Grass,Grass,Water,Water,Water,Water,Water,Water,Water,Water,Water,Fence,Path,Path,Visitor,Path,Fence,Grass,Grass,Grass,Grass,Grass,Grass,Grass,Grass,Grass,Grass
Water,Water,Water,Water,Water,Water,Water,Water,Water,Grass,Grass,Water,Water,Water,Fence,Path,Path,Visitor,Path,Fence,Grass,Grass,Grass,Forest,Forest,Forest,Forest,Grass,Grass,Grass
Water,Water,Water,Water,Water,Grass,Grass,Grass,Grass,Grass,Grass,Grass,Water,Water,Fence,Path,Ranger,Path,Path,Fence,Grass,Forest,Forest,Forest,Forest,Forest,Grass,Grass,Grass,Grass
Grass,Grass,Grass,Grass,Grass,Grass,Grass,Forest,Forest,Grass,Grass,Grass,Water,Water,Fence,Path,Path,Visitor,Path,Fence,Grass,Forest,Forest,Forest,Forest,Forest,Forest,Grass,Grass,Grass
Plants,Plants,Plants,Plants,Plants,Plants,Forest,Plants,Forest,Forest,Forest,Grass,Water,Water,Fence,Path,Visitor,Path,Path,Fence,Grass,Forest,Forest,Forest,Forest,Forest,Grass,Grass,Grass,Grass
Plants,Plants,Plants,Plants,Forest,Plants,Forest,Plants,Forest,Forest,Forest,Grass,Water,Water,Fence,Path,Visitor,Path,Path,Fence,Grass,Forest,Forest,Forest,Forest,Forest,Grass,Grass,Grass,Grass
Plants,Plants,Plants,Plants,Forest,Plants,Forest,Forest,Forest,Forest,Plants,Grass,Grass,Grass,Fence,Path,Path,Visitor,Path,Fence,Grass,Forest,Forest,Forest,Forest,Grass,Grass,Grass,Grass,Grass
Plants,Plants,Plants,Plants,Plants,Plants,Forest,Forest,Plants,Plants,Plants,Plants,Plants,Grass,Fence,Visitor,Path,Path,Path,Fence,Grass,Forest,Forest,Forest,Forest,Grass,Grass,Grass,Grass,Grass
Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Forest,Forest,Forest,Forest,Grass,Fence,Path,Visitor,Path,Path,Fence,Grass,Grass,Forest,Grass,Grass,Grass,Grass,Grass,Grass,Grass
Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Forest,Forest,Forest,Forest,Forest,Grass,Fence,Path,Path,Visitor,Path,Fence,Grass,Grass,Grass,Grass,Grass,Grass,Grass,Grass,Grass,Grass
Plants,Plants,Plants,Plants,Plants,Plants,Plants,Forest,Forest,Forest,Forest,Forest,Plants,Grass,Fence,Path,Ranger,Path,Path,Fence,Grass,Grass,Grass,Grass,Grass,Grass,Grass,Grass,Grass,Grass
Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Forest,Forest,Forest,Plants,Forest,Grass,Fence,Path,Visitor,Path,Path,Fence,Grass,Grass,Grass,Grass,Grass,Grass,Trex,Grass,Water,Water
Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Forest,Plants,Plants,Grass,Fence,Path,Visitor,Path,Path,Fence,Grass,Grass,Grass,Grass,Grass,Grass,Grass,Water,Water,Water
Plants,Plants,Plants,Plants,Plants,Parasaurolophus,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Grass,Fence,Path,Path,Ranger,Path,Fence,Grass,Grass,Grass,Grass,Grass,Grass,Water,Water,Water,Water
Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Grass,Fence,Path,Path,Path,Visitor,Fence,Grass,Grass,Grass,Grass,Grass,Grass,Water,Water,Water,Water
Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Parasaurolophus,Grass,Fence,Visitor,Path,Path,Path,Fence,Grass,Grass,Grass,Grass,Grass,Water,Water,Water,Water,Water
Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Grass,Fence,Path,Path,Path,Ranger,Fence,Grass,Grass,Grass,Grass,Grass,Water,Water,Water,Water,Water
Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Plants,Grass,Fence,Path,Path,Visitor,Path,Fence,Grass,Grass,Grass,Grass,Water,Water,Water,Water,Water,Water
